sentimen,tweet,clean_tweet
positif,"Jokowi menjelaskan, pembangunan dan merevitalisasi pasar rakyat ini menjadi dasar utama dalam pembangunan ekonomi berbasis kerakyatan. Dengan demikian, kekuatan ekonomi Indonesia bisa lebih stabil #2019JokowiKyaiMaruf  https://twitter.com/Tagar_Nusantara/status/1105659138061688838/photo/1 pic.twitter.com/XYt9VIWpRJÂ ",jokowi menjelaskan pembangunan merevitalisasi pasar rakyat menjadi dasar utama pembangunan ekonomi berbasis kerakyatan demikian kekuatan ekonomi indonesia lebih stabil 2019jokowikyaimaruf pic twitter com xyt9viwprjâ
netral,"gue kasih tau..Berbagai pencapaian telah berhasil tercapai. Khususnya pertumbuhan ekonomi di era pemerintahan @jokowi -JK, sangat jauh meningkat.Â  https://www.youtube.com/watch?v=p8qVUqCF9ioÂ â€¦]Â #PilihOrangBaikÂ #PilihJelasIslamnyaÂ #PilihBajuPutih",gue kasih tau berbagai pencapaian berhasil tercapai khususnya pertumbuhan ekonomi era pemerintahan sangat jauh meningkat â â â pilihorangbaikâ pilihjelasislamnyaâ pilihbajuputih
positif,"#PilihOrangBaik#PilihJelasIslamnya #PilihBajuPutih  Presiden @jokowi bangunkan SPBU pertama setelag 71 tahun di Kabupaten Puncak Jaya Papua dengan harga yang semula 50ribu/liter, menjadi 6500/liter.  http://beritahati.com/berita/38106/Warga-Puncak-Papua-Era-Jokowi-harga-BBM-di-Papua-sama-dengan-pulau-JawaÂ â€¦",pilihorangbaikpilihjelasislamnya pilihbajuputih presiden bangunkan spbu pertama setelag 71 tahun kabupaten puncak jaya papua harga semula 50ribu liter menjadi 6500 liter â
positif,"Bersatu Menangkan @Jokowi #PilihOrangBaik #PilihJelasIslamnya #PilihBajuPutih Brbagai upaya telah dilakukan utk membangun Indonesia bebas korupsi, dr pelayanan berbasis elektronik, sistem pengaduan masyarakat, penghargaan bg masyarakat yg mengungkap korupsi.",bersatu menangkan pilihorangbaik pilihjelasislamnya pilihbajuputih berbagai upaya dilakukan membangun indonesia bebas korupsi pelayanan berbasis elektronik sistem pengaduan masyarakat penghargaan masyarakat mengungkap korupsi
negatif,Leres pakdhe :)  Salah satu aspek penting dari faktor ekonomi yg bertumbuh adalah stabilitas politik dalam negeri yg ditunjukkan dg adanya kepastian dan keadilan dalam penegakan hukum. Jadi pripun kabare ðŸ‘‰ #duatahunnovel pakde @jokowi ðŸ˜Šâ˜º,leres pakde salah satu aspek penting faktor ekonomi bertumbuh stabilitas politik negeri ditunjukkan adanya kepastian keadilan penegakan hukum jadi pripun kabare ðÿ duatahunnovel pakde ðÿ šâ º
negatif,demikian pak @prabowo walau pendidikannya tentara .. tapi ayahnya seorang ekonom legendaris di Indonesia ..   ya kali deh gak ngerti makro dan mikro ..   makro dan mikro pelajaran semester 1-2 di fakultas ekonomi .. CMIIW   ketauan .. jae baru belajar ekonomi .. kacaw..,pak pendidikannya tentara ayahnya seorang ekonom legendaris indonesia kali deh mengerti makro mikro makro mikro pelajaran semester 1 2 fakultas ekonomi correct me if i am wrong ketahuan jae baru belajar ekonomi kacaw
netral,Jangan terlalu bangga dengan jalan. Jika ekonomi jatuh terus. Nengara menag buka melihat jalanya yg megah. Seharusnya hasil bumi laut yg melimpah ruah terlebih dahulu baru idonesia maju menjadi pemenang.,jangan terlalu bangga jalan ekonomi jatuh terus nengara menteri agama buka melihat jalanya megah hasil bumi laut melimpah ruah terlebih baru idonesia maju menjadi pemenang
netral,"#PilihOrangBaik #PilihJelasIslamnya #PilihBajuPutih Jokowi bangunkan SPBU pertama setelag 71 tahun di Kabupaten Puncak Jaya Papua dengan harga yang semula 50ribu/liter, menjadi 6500/liter.    http://beritahati.com/berita/38106/Warga-Puncak-Papua-Era-Jokowi-harga-BBM-di-Papua-sama-dengan-pulau-JawaÂ â€¦",pilihorangbaik pilihjelasislamnya pilihbajuputih jokowi bangunkan spbu pertama setelag 71 tahun kabupaten puncak jaya papua harga semula 50ribu liter menjadi 6500 liter â
netral,Katanya Jas itu harga mahal dan pakaian orang2 eropa dan amerika.,katanya jas harga mahal pakaian orang orang eropa amerika
netral,Prabowo Janjikan Harga Karet dan Kelapa Sawit Bikin Senyum Petani  https://nasional.sindonews.com/read/1394419/12/prabowo-janjikan-harga-karet-dan-kelapa-sawit-bikin-senyum-petani-1554858831?utm_source=dlvr.it&utm_medium=referralÂ â€¦,prabowo janjikan harga karet kelapa sawit bikin senyum petani â
netral,Orang ini sangat dihargai oleh Raja Arab Saudi. Dia Pemimpin ku,orang sangat dihargai raja arab saudi pemimpin ku
negatif,"mencontoh ekonomi china, bukannya sujud seperti sekarang iniðŸ¤£",mencontoh ekonomi cina bukannya sujud sekarang iniðÿ
positif,"Fyi gaes...Berbagai pencapaian telah berhasil tercapai. Khususnya pertumbuhan ekonomi di era pemerintahan @jokowi -JK, sangat jauh meningkat.Â  https://www.youtube.com/watch?v=p8qVUqCF9ioÂ â€¦]Â #PilihOrangBaikÂ #PilihJelasIslamnyaÂ #PilihBajuPutih",for your information gaes berbagai pencapaian berhasil tercapai khususnya pertumbuhan ekonomi era pemerintahan sangat jauh meningkat â â â pilihorangbaikâ pilihjelasislamnyaâ pilihbajuputih
netral,#PilihOrangBaik #PilihJelasIslamnya #PilihBajuPutih  Kepercayaan hanya diberikan pd mrk yg berpengalaman. Seorang @jokowi memiliki wakil yg berpengalaman dibidang ekonomi.   https://www.merdeka.com/uang/harapan-dan-prediksi-ekonomi-di-tangan-jokowi-maruf-amin.htmlÂ â€¦,pilihorangbaik pilihjelasislamnya pilihbajuputih kepercayaan diberikan mereka berpengalaman seorang memiliki wakil berpengalaman dibidang ekonomi â
negatif,"Berapa sih gaji presiden dan wakil presiden? Berapa sih tunjangannya? Kalau kalian mengatakan tdk akan ambil sepeserpun gaji dan tunjangan baru hebat. Itu baru jualan, klu hanya gaji itu namanya jualan basi.",berapa sih gaji presiden wakil presiden berapa sih tunjangannya kalau kalian mengatakan akan ambil sepeserpun gaji tunjangan baru hebat baru jualan kalau gaji namanya jualan basi
positif,Mungkin pak @prabowo mengharap ketulusan karyawan untuk tidak menuntut gajiðŸ˜…,mungkin pak mengharap ketulusan karyawan tidak menuntut gajiðÿ
netral,"Jamu Jokowi, Raja Salman Sajikan Nasi Mandhi - Warta Ekonomi  https://www.wartaekonomi.co.id/read223718/jamu-jokowi-raja-salman-sajikan-nasi-mandhi.htmlÂ â€¦",jamu jokowi raja salman sajikan nasi mandhi warta ekonomi â
positif,"#PilihOrangBaik #PilihJelasIslamnya #PilihBajuPutih Dulu sekadar ada pertumbuhan ekonomi tanpa pemerataan. Namun, di zaman Pak Jokowi bukan hanya pertumbuhan ekonomi tapi juga pemerataan pembangunan.  https://bit.ly/2UB5N4gÂ ",pilihorangbaik pilihjelasislamnya pilihbajuputih dulu sekadar pertumbuhan ekonomi pemerataan di zaman pak jokowi bukan pertumbuhan ekonomi juga pemerataan pembangunan
negatif,"Kami moslem, kami menghormati dan menghargai umat agama Laen. Kami cinta damai karena Islam mengajarkan utk berbuat baik kpd semua manusia tanpa terkecuali. Dan kamipun pendukung 02. Bhineka tunggal Ika  #UASdifitnahKejiDanBrutal",moslem menghormati menghargai umat agama kami cinta damai islam mengajarkan berbuat baik semua manusia terkecuali kamipun pendukung 02 bineka tunggal ika uasdifitnahkejidanbrutal
positif,@prabowo & @sandiuno  Tidak akan ambil gaji serupiah pun jika terpilih sbg Presiden RI  Benar kata alm. Gus Dur : orang yg paling ihlas utk Indonesia adalah prabowo ..!  #PrabowoSandiOKBanget #PrabowoSandiTakTerbendung #Tutup01Tusuk02 pic.twitter.com/VMyb,akan ambil gaji serupiah jika terpilih presiden ri benar kata alm gus dur orang paling ikhlas indonesia prabowo prabowosandiokbanget prabowosanditakterbendung tutup01tusuk02 pic twitter com vmyb
netral,"Jokowi-Ma'ruf Bicara Pengalaman, Prabowo-Sandi Janji Tak Ambil Gaji  https://today.line.me/id/pc/article/Jokowi+Ma+ruf+Bicara+Pengalaman+Prabowo+Sandi+Janji+Tak+Ambil+Gaji-GyOxl8?utm_source=facebook&utm_medium=linetodayhome&utm_campaign=snsoperationÂ â€¦",jokowi sama ruf bicara pengalaman prabowo sandi janji tak ambil gaji â
netral,"#PilihOrangBaik #PilihJelasIslamnya #PilihBajuPutih Pilih pemimpin itu yg udh jelas banyak pencapaiannya. Nah, ini dia 5 pencapaian ekonomi selama pemerintahan Jokowi  https://bit.ly/2OgymxtÂ ",pilihorangbaik pilihjelasislamnya pilihbajuputih pilih pemimpin yang jelas banyak pencapaiannya nah dia 5 pencapaian ekonomi selama pemerintahan jokowi
negatif,"Gak perlu suudzon, di samping umroh pak jokowi juga membahas kerja sama di bidang ekonomi dengan pemerintahan Arab Saudi. Gak usah nyinyir bro, urus tuh junjunganmu yg lagi ziarah kubur moga2 aja gak nyembah kuburan.",perlu suudzon samping umrah pak jokowi membahas kerja sama bidang ekonomi pemerintahan arab saudi usah nyinyir bro urus junjunganmu lagi ziarah kubur moga moga tidak menyembah kuburan
positif,#PilihOrangBaik #PilihJelasIslamnya #PilihBajuPutih Pemerintah Jokowi juga menyebut masa depan ekonomi Indonesia Di tangan anak-anak muda kreatif.  https://bit.ly/2UAuzkRÂ ,pilihorangbaik pilihjelasislamnya pilihbajuputih pemerintah jokowi menyebut masa depan ekonomi indonesia tangan anak anak muda kreatif
positif,"#PilihOrangBaik #PilihJelasIslamnya #PilihBajuPutih  Keberhasilan tidak hanya dibidang infrastruktur, Jokowi jg berhasil memperbaiki ekonomi Indonesia.  https://kumparan.com/beritajatim/kein-ada-18-keberhasilan-ekonomi-di-era-jokowi-1546401151770458328Â â€¦",pilihorangbaik pilihjelasislamnya pilihbajuputih keberhasilan hanya dibidang infrastruktur jokowi berhasil memperbaiki ekonomi indonesia â
positif,"Jokowi-Ma'ruf Pemimpin Indonesia.  #PilihOrangBaik #PilihJelasIslamnya #PilihBajuPutih  Beberapa penghargaan yg dianugerahkan kepadanya, menjadi bukti bahwa @jokowi adalah sosok pemimpin yg diakui integritasnya.  https://nasional.kompas.com/read/2018/09/24/22563621/disaksikan-sandiaga-jokowi-dapat-penghargaan-tokoh-pemerataan-pembangunanÂ â€¦",jokowi sama ruf pemimpin indonesia pilihorangbaik pilihjelasislamnya pilihbajuputih beberapa penghargaan dianugerahkan kepadanya menjadi bukti adalah sosok pemimpin diakui integritasnya â
negatif,"Mahal banget,  buat satu beginian untuk hasilkan 1 MW harganya bisa lebih mahal dari satu power plant yang bisa produksi 10 MW",mahal banget buat satu beginian hasilkan 1 mw harganya lebih mahal satu power plant bisa produksi 10 mw
netral,Jokowi bahas ekonomi makro dan mikro .. ya makanan sehari2 Sandiaga dari dulu itu sih .. fatal .. untuk ada ET .. keluarlah I-Spot .. sejenis revolusi 4.0 ..   Sok futuristik padahal otaknya antik,jokowi bahas ekonomi makro mikro makanan sehari2 sandiaga dulu sih fatal ada et keluarlah i spot sejenis revolusi 4 0 sok futuristik padahal otaknya antik
negatif,Prabowo-Sandi Sepakat Ekonomi Indonesia Salah Arah  http://dlvr.it/R2pfn7Â  pic.twitter.com/UYuIsDr3ur,prabowo sandi sepakat ekonomi indonesia salah arah pic twitter com uyuisdr3ur
negatif,Prabowo-Sandi Sepakat Ekonomi Indonesia Salah Arah  http://dlvr.it/R2pfmNÂ  Via : @KedaiPenaCom pic.twitter.com/FQQVzcojs4,prabowo sandi sepakat ekonomi indonesia salah arah via pic twitter com fqqvzcojs4
netral,"Fyi gaes...Beberapa penghargaan yg dianugerahkan kepadanya, menjadi bukti bahwa @jokowi adalah sosok pemimpin yg diakui integritasnya.Â  https://nasional.kompas.com/read/2018/09/24/22563621/disaksikan-sandiaga-jokowi-dapat-penghargaan-tokoh-pemerataan-pembangunanÂ â€¦Â #PilihOrangBaikÂ #PilihJelasIslamnyaÂ #PilihBajuPutih",for your information gaes beberapa penghargaan dianugerahkan kepadanya menjadi bukti adalah sosok pemimpin diakui integritasnya â â â pilihorangbaikâ pilihjelasislamnyaâ pilihbajuputih
negatif,Ketika wanita lain cerewat pada suaminya #TerimaKasihIstriku kamu hanya cerewet sama tukang sayur yang harganya naik. @jokowi,wanita cerewat suaminya terimakasihistriku kamu cerewet sama tukang sayur harganya naik
negatif,kalau emang prabowo mau seenggaknya prepare untuk persona agamis kaya belajar ngaji gtgt yakin 1000% bakal menang. tapi ya counter jokowi juga dengan rekrut MA ini bikin malah ga ketebak alurnya wkwkwk asli dah padahal prabowo cuma perlu jadi islami doang aslinya biar menang,kalau memang prabowo mau seenggaknya prepare persona agamis kayak belajar mengaji gtgt yakin 100 bakal menang ya counter jokowi dengan rekrut sama bikin malah ketebak alurnya wkwk asli padahal prabowo cuma perlu jadi islami doang aslinya biar menang
netral,#PilihOrangBaik #PilihJelasIslamnya #PilihBajuPutih  Pentingnya sisi industri kreatif dan inovatif di era industri global. Membuat jokowi tergerak untuk mengubah Badan Ekonomi Kreatif (Bekraf) menjadi sebuah kementerian .,pilihorangbaik pilihjelasislamnya pilihbajuputih pentingnya sisi industri kreatif inovatif era industri global membuat jokowi tergerak mengubah badan ekonomi kreatif bekraf menjadi sebuah kementerian
netral,"Buka PorProv Jateng, Ganjar Ingin Kepala Daerah Contoh Jokowi Hargai Atlet  #2019JokowiKyaiMaruf #RakyatApresiasiKinerjaJokowi  https://twitter.com/tag_nusantara/status/1060707183812169729/video/1Â â€¦",buka porprov jateng ganjar kepala daerah contoh jokowi hargai atlet 2019jokowikyaimaruf rakyatapresiasikinerjajokowi â
netral,Awal mula Mudzakir menjadi guru ngaji Jokowi pada 2001. Ketika itu banyak anak-anak dan orang dewasa meminta diajari membaca Al Quran secara privat.  #PilihOrangBaik #PilihJelasIslamnya #PilihBajuPutih,awal mula mudzakir menjadi guru mengaji jokowi 2001 itu banyak anak anak orang dewasa meminta diajari membaca al alquran privat pilihorangbaik pilihjelasislamnya pilihbajuputih
netral,"@KHMarufAmin_ Untuk Indonesia Maju #PilihOrangBaik #PilihJelasIslamnya #PilihBajuPutih Dulu sekadar ada pertumbuhan ekonomi tanpa pemerataan. Namun, di zaman Pak Jokowi bukan hanya pertumbuhan ekonomi tapi juga pemerataan pembangunan.  https://bit.ly/2UB5",indonesia maju pilihorangbaik pilihjelasislamnya pilihbajuputih dulu sekadar pertumbuhan ekonomi pemerataan di zaman pak jokowi bukan pertumbuhan ekonomi juga pemerataan pembangunan
positif,"Jokowi mendukung Esport di indonesia Mobile Legend, PUBG, Free Fire DLL  prabowo lebih memperdulikan sandang pangan harga harga turun.  Gua udah punya pilihan skarang.",jokowi mendukung esport indonesia mobile legend pubg free fire lain prabowo lebih memedulikan sandang pangan harga harga turun gue punya pilihan skarang
netral,"@VidiaAmanda3 17 April Pilih Jokowi-KMA. #PilihOrangBaik #PilihJelasIslamnya #PilihBajuPutih Pilih pemimpin itu yg udh jelas banyak pencapaiannya. Nah, ini dia 5 pencapaian ekonomi selama pemerintahan Jokowi  https://bit.ly/2OgymxtÂ ",17 april pilih jokowi kma pilihorangbaik pilihjelasislamnya pilihbajuputih pilih pemimpin yang jelas banyak pencapaiannya nah dia 5 pencapaian ekonomi selama pemerintahan jokowi
negatif,"namun adlh antara masyarakat banyak yg bekerja nyata & membayar pajak namun dieksploitasi & dirampok hak-2 & hartanya, dengan sedikit org yg menetapkan aturan, meraup keuntungan, serta ingin selalu mengeksploitasi & merampok harta negara & bangsa serta menghindari pajak.",adalah masyarakat banyak bekerja nyata membayar pajak dieksploitasi dirampok hak 2 hartanya sedikit orang menetapkan aturan meraup keuntungan ingin selalu mengeksploitasi merampok harta negara bangsa menghindari pajak
netral,"@Dinikurnia21 17 April Coblos Jokowi-Ma'ruf. #PilihOrangBaik #PilihJelasIslamnya #PilihBajuPutih Pilih pemimpin itu yg udh jelas banyak pencapaiannya. Nah, ini dia 5 pencapaian ekonomi selama pemerintahan Jokowi  https://bit.ly/2OgymxtÂ ",17 april coblos jokowi sama ruf pilihorangbaik pilihjelasislamnya pilihbajuputih pilih pemimpin yang jelas banyak pencapaiannya nah dia 5 pencapaian ekonomi selama pemerintahan jokowi
netral,@KHMarufAmin_ 17 April Pilih Jokowi-KMA. #PilihOrangBaik #PilihJelasIslamnya #PilihBajuPutih Pemerintah Jokowi juga menyebut masa depan ekonomi Indonesia Di tangan anak-anak muda kreatif.  https://bit.ly/2UAuzkRÂ ,17 april pilih jokowi kma pilihorangbaik pilihjelasislamnya pilihbajuputih pemerintah jokowi menyebut masa depan ekonomi indonesia tangan anak anak muda kreatif
negatif,"Gak ngaruh, jokowi mau ke kutub utara juga, rakyat taunya barang dan harga harga murah, berobat gampang, percuma mau kemana aja, kalau hutang negara malah nambah",ngaruh jokowi mau kutub utara rakyat taunya barang harga harga murah berobat gampang percuma mau saja kalau hutang negara malah menambah
netral,"Terpilih jadi Presiden/Wapres, Prabowo-Sandi Berjanji Akan Berikan Gajinya bagi Kaum Miskinâ€¦  https://goo.gl/fb/2VTnKiÂ ",terpilih jadi presiden wakil presiden prabowo sandi berjanji berikan gajinya kaum miskinâ
netral,Demokrat Minta Prabowo Hargai Kontribusi Presiden Sebelumnya  https://goo.gl/fb/d1NvPAÂ ,demokrat meminta prabowo hargai kontribusi presiden sebelumnya
positif,"Jokowi-KMA Pemimpin Optimis. #PilihOrangBaik #PilihJelasIslamnya #PilihBajuPutih  Beberapa penghargaan yg dianugerahkan kepadanya, menjadi bukti bahwa @jokowi adalah sosok pemimpin yg diakui integritasnya.  https://nasional.kompas.com/read/2018/09/24/22563621/disaksikan-sandiaga-jokowi-dapat-penghargaan-tokoh-pemerataan-pembangunanÂ â€¦",jokowi kma pemimpin optimis pilihorangbaik pilihjelasislamnya pilihbajuputih beberapa penghargaan dianugerahkan kepadanya menjadi bukti adalah sosok pemimpin diakui integritasnya â
positif,madura prabowo harga mati ðŸ‘†ðŸ»ðŸ‘ˆðŸ»ðŸ˜€ðŸ˜€,madura prabowo harga mati ðÿ ðÿ ðÿ ˆðÿ ðÿ ðÿ
positif,prabowo harga mati. . titik,prabowo harga mati titik
netral,"Saat Jokowi masih menjadi pengusaha mebel di Solo. Mudzakir, guru ngaji Bpk @jokowi, pernah mendapat oleh-oleh dari ""muridnya"" sepulang dari Jerman. Yaitu korek api Zippo.  #PilihOrangBaik #PilihJelasIslamnya #PilihBajuPutih",jokowi menjadi pengusaha mebel solo mudzakir guru mengaji bapak pernah mendapat oleh muridnya sepulang jerman korek api zippo pilihorangbaik pilihjelasislamnya pilihbajuputih
netral,"#PilihOrangBaik #PilihJelasIslamnya #PilihBajuPutih  Berbagai pencapaian telah berhasil tercapai. Khususnya pertumbuhan ekonomi di era pemerintahan @jokowi -JK, sangat jauh meningkat.   https://www.youtube.com/watch?v=p8qVUqCF9ioÂ â€¦]",pilihorangbaik pilihjelasislamnya pilihbajuputih berbagai pencapaian berhasil tercapai khususnya pertumbuhan ekonomi era pemerintahan sangat jauh meningkat â
netral,Sy hargai sikap anda bang...tp lgsg unfol tanpa sy tau mslah sblm ini rasanya aneh jg bang...lagian yg bikin tweet mention yg brsangkutan jg kan pasti punya tujuan baik jg buat mengingatkan. Apa gak malah kontraproduktif kl lgsg diunfol?,hargai sikap bang langsung unfollow saya tau mslah ini rasanya aneh bang lagian bikin twit mention brsangkutan kan punya tujuan baik buat mengingatkan apa malah kontraproduktif kalau langsung diunfol
